node_id	pr_value
663930	0.0001713651259263818
482708	9.33601651652311e-05
1034017	5.4170317469594915e-05
663559	4.72724576568771e-05
357530	4.619249965810422e-05
1120567	4.503655531678719e-05
663605	4.3097358314774625e-05
1108860	3.592272499799662e-05
663682	3.54537253403345e-05
664788	3.525101123109899e-05
